real_name,DRF,DRP,DWC,gfDWC,gfEMC,goDWC,goEMC,cDWC,cEMC,fDWC,fEMC,oDWC,oEMC
46,68.73280565319558,56.53025565176857,11.489645788437882,3.6572326517622344,8.102105198004896,0.6285269499716349,1.4811274667375822,1.6311006715286835,6.221787473003063,2.600333988169992,6.390084743055871,1.8758245523860329,3.814688220695599
47,61.79524369314482,39.373828801495115,8.410307723517706,4.264554699172177,2.7036109900385203,3.0374508686765003,7.125223422896635,4.383828270552468,9.899216801591296,1.6181607307850916,9.437648072313525,1.7509192702602927,2.9390309047299934
48,13.83171353729535,35.58270928353322,11.228332093755375,1.4422631486593511,1.4008695680024208,1.2405491098541697,6.774429607970162,3.2097654527591253,3.054659003252792,2.966896620026497,8.568317860882091,0.20099130076259952,5.137980308867537
49,85.37443327011135,23.1463344261098,14.397306520898416,4.1990295640051425,4.510823770000416,4.679731802267688,0.6309011532093909,4.141150013641428,0.8233689721257402,0.4069874323579823,5.085275886932631,4.015028652643174,6.350752677676943
50,86.13270487070793,40.67692054466337,14.483577836622704,4.938084686652458,6.891092328809187,2.3751413129409262,8.375829474861051,3.873415577738739,2.16073536885005,2.958141274098719,8.15432145234834,4.212902057740047,1.995706325472092
51,48.0140123635188,72.91886515284382,12.92765268463629,0.22366040999054643,6.502277580479349,4.091305088656573,8.623375568503025,2.470814919589666,8.784903857011463,2.6686889391798085,9.04256866168182,2.9045399433263257,4.105893300376471
52,71.30925779454842,69.41616605608371,12.577580143290831,3.375314600595998,4.923751197877978,0.908243951553396,0.41653204620581763,1.909353816659096,9.25608122245552,0.8445876449435108,9.255161501275968,4.839202607508402,9.133013873759007
53,72.05821655406581,90.07163162752471,13.255916939470495,2.4938345045670602,1.7382225541180358,0.5252249093626202,3.6175655826941906,4.343766201572435,1.639734288446052,2.591810512703268,2.4876870460296945,2.3993612373317497,9.008325029135197
54,24.318813689151913,51.69084439813793,8.596825422063501,2.584014960967982,2.05654938261631,4.966266899715304,5.061700677823487,4.503244665689622,1.8673485690058484,2.1583375798210884,6.881280250177554,3.34681681215693,5.372230044327134
55,79.77172321806614,67.66399064738913,2.6168529789088204,3.7465838915652823,1.5703309261604528,1.4329595050626929,4.099032534094704,1.4975102709169343,9.153425440769693,2.5507919395160368,1.2179177024244354,4.846894164157957,6.849040457845296
56,15.37018237924371,43.72821319732502,3.0453976939772676,1.866600452077496,8.036161045407097,2.1863789720238627,4.87970152375646,4.498642500126953,5.507539321071386,2.3863969241299383,6.345148730765789,2.891019623320597,3.5690963955522825
57,74.842579061565,14.737983214880135,19.299623781007107,2.2011491175212856,1.7751840125409224,3.798562485482602,7.811796583455244,3.6696452185567248,6.849722906494287,4.58754038647423,7.834925096679023,0.6693755381171117,0.251031969236963
58,60.757612894574656,86.46073286420335,5.775339629140241,2.361391074533725,2.06128333898936,1.3695139064539228,8.656197909245051,4.659628054573216,8.478468039241355,4.801070879137207,5.33114828153654,4.309534088413417,0.41420287221923896
59,1.8665710137222475,81.15813114944983,16.008896165050103,1.3254044969185927,1.3078435155503068,3.374480881171524,7.438727247369277,2.0383166423265195,8.334422676608849,4.308557102675986,4.503108670991483,2.610100144527453,5.22397000260737
60,17.809481137111717,33.079671913179595,10.837436517454895,4.968619149765391,7.902087518942925,2.2431217512807904,4.194003841925154,0.8834425675920871,7.280793552487825,2.971079596958059,8.419561475164967,4.028826047144409,9.581250596484757
61,81.0993554853159,35.19590786125114,9.84838483837997,0.43829297795956595,5.666677834789086,2.6227214228267477,2.473772956606795,2.2530486135214582,6.575130901365618,0.30811827127216096,2.1029942822826797,1.671057539379659,6.1985978460245015
62,14.290546824840847,14.245157509032557,4.145444408716789,4.770962103010929,9.494890302111168,4.451355590395576,1.7063193784939488,1.6653359725404333,5.80887296685217,3.956101106812266,2.520631857507216,0.22067853481764074,4.734080182511329
63,8.255949419039332,45.56348380422766,1.7561003559967845,1.1649313830265071,9.568293484650665,2.559612684534522,2.7989545997643295,1.6631273288799409,0.672406876577853,4.421611960100219,9.671719698578718,2.318865860446852,0.7735744686153277
64,58.55334770680797,41.48152586256322,4.175301055408903,4.769919820899617,0.9608200687745547,4.7864690430289265,4.752590525478823,0.4570831036119776,9.39390718115466,1.920586984530768,5.775179829091179,1.8739566529961205,9.401164076811526
65,44.58972225775192,81.46883616446877,10.085249082977974,3.7620642033023937,4.424650818884352,2.5217458071488235,8.431982328948624,1.3809703090434637,3.312637408036986,4.565294522922391,8.598237291630747,3.141192122866695,2.4806341276325217
66,70.08995188746637,0.3965674937161544,4.496341643670689,3.820941625843088,4.959328346098813,1.91606026180998,1.777150434857599,2.8802112583212933,7.079860629541611,0.11959151700761424,7.183764741874948,2.717483892540591,4.240992566143776
67,56.03882761119215,94.21257207441509,6.743668684692513,4.787945244436015,0.569616231673348,0.25408019146962807,0.7475263458477283,3.104120745557863,7.523678045564153,1.2614300327555599,1.6018887954559973,2.3458323759883193,6.949990644376234
68,23.317133651821216,12.007304326343297,3.1482557148405412,4.37296477594726,6.190756817941304,1.9210627210025106,7.918722159660959,2.9123075464290578,2.7913614430654143,2.608809399559316,6.839848600594322,2.1908270256920144,9.495121141408289
69,12.698635038080514,92.36283176602716,4.71554406376419,4.499695283682223,5.20627588101001,2.9802855139987896,6.598078034638986,1.0731267971411875,3.798894821683771,3.6069675976611255,0.24316619620113847,2.9248117192122454,4.50619601953525
70,10.273386209860808,16.220100211460455,17.66122740044618,3.3538355155004815,4.6781553272549905,4.683793809086201,1.3146202934574553,3.11659785138519,0.7221316642424046,3.706335009837194,7.509195439227535,2.3769709225589573,4.231923401539505
71,11.819574447585602,59.2898054846216,11.334506877385685,0.3220014170488367,6.487526374108655,4.147651967618819,3.850974085776251,2.2691649773589115,8.807992403206766,4.725245176997539,7.017248473066519,2.945299879189818,4.515329246780712
72,37.96253005449643,93.7823591959687,19.049013716317166,3.8019470188360134,0.41197916322183725,4.338544826351065,2.580268906374437,2.7499152818111576,2.4484126538671998,1.6484470663946946,4.885545512841004,1.237402118061647,2.0342571917118164
73,5.687395529088786,16.376264711682836,9.519428660397068,2.5577890964114087,4.064293188307922,3.819061345405178,2.6131943330033707,1.9740623978724725,5.255231484636442,2.913803792177175,7.290539885847359,0.1406793353263826,4.977923254460619
74,47.620817993561324,39.729169675467006,3.1057928684165943,0.38748668500623906,0.2328863997528018,3.335810587647203,1.0679944647027468,0.05147763160380853,5.166104869314772,1.0866690190178039,0.9076948983097093,0.05437643615767553,5.917503745736786
75,65.2165175438631,6.560436229455405,11.998547005040576,0.7880390952891608,6.55268370510158,0.018130830002996375,8.225633132688404,3.2751036687458583,0.6840304736113978,4.862558090311808,4.296618035482363,2.85508468673133,5.129262858929179
76,77.13073978136676,64.69794788996597,13.263420176681414,2.064154164514693,9.245894796290624,4.676711045846705,7.63904012143133,3.011290949773842,1.779773410380023,4.289503009126098,8.04381690081351,1.9651020297224286,4.892557968460069
77,54.26987780275938,3.0270220872954194,9.244332840187825,4.438593853456282,0.6696198665427089,1.0748138988305747,0.33003964468497216,1.0655666255357723,8.99848448944706,3.484782440034255,1.8861634886312129,0.9361612120037112,8.019325597222464
78,83.17962539051223,18.427314918744973,10.707930675476716,4.649341610780445,8.364649706741048,1.7307589411461441,5.385745816406714,4.196990634716755,2.607994579051734,3.1933685477721463,5.5608478337023985,4.532484934407394,0.1545491301875821
79,50.20437911144381,49.484462305303154,9.285203843943613,2.477785716677686,8.692855308065088,3.869229418128795,6.20575206573374,0.008369600206511287,4.654269526540868,2.73832955145529,6.21368074995985,1.1160442465460483,1.2880505942904121
80,68.59108018288416,59.57303355581399,19.857875876908974,0.7479253874980053,9.25391948387096,4.094195825218236,1.9101163837916468,0.6797746129591635,9.877981926575007,3.137140964455414,2.4481274834438014,4.0427858218453725,3.412866231191656
81,76.76216183768895,95.12677234328378,14.181521208191995,4.13483280021511,1.5603811762878919,4.3886663581466125,1.8085815871546418,3.6845907414082153,9.422696081280709,4.71694300254717,4.077543153990827,3.2049320756576183,5.644500648711826
82,54.58676921542976,32.57365098256925,7.398430857930044,3.255654534852728,4.876537196235283,0.6212584316306614,9.119991423022949,4.72404315744987,3.0245602121718673,4.043040960605862,0.019404764755536433,1.4451841222728787,1.8571799090536278
83,92.67803722933259,26.949474888295793,6.847815487651676,3.137961844504687,3.676893687593088,2.920267525425499,9.033514958641994,0.6202687838293561,8.228364164290598,1.9124344313090527,1.657266461955136,4.603703592639114,3.993948610047002
84,13.270320089030093,32.802137308578985,7.8276251553101295,1.0652828575720257,5.708876236275861,0.8358012884243697,3.8843312541857085,1.2197920701146796,4.469930493496502,3.6449300602070576,9.77329001525634,3.9513430183076395,2.4192563566293126
85,12.312241435055453,29.373587682125024,3.2745085043474975,2.6552125684629635,1.8414602808913698,0.29236230611369274,5.623525321617877,2.9874525484258467,3.3827434133676477,1.5952357317507122,2.655526116550197,0.555915712213672,1.165190985817682
86,92.04961374248155,98.08699665556418,11.476799559429843,4.600444180887305,1.3462674706847895,4.078485768216389,5.643191629598755,4.753619149697536,1.9920086157821153,1.6116621249515997,3.6658731893038206,2.489592773281422,6.021406729692749
87,69.49527431654533,71.69572982966892,13.66089103172807,4.3910136192712965,1.4622613504519868,3.094946123722524,3.130908634073015,3.7421729546217044,9.401440144372163,4.344786099913411,3.223827680368581,1.6314914807745646,4.530814712093672
88,33.15252322184821,92.23061478793983,10.879717118551754,4.069339930282126,7.036160407682973,2.7058403674594036,8.586917089720274,2.7787151293908448,6.523585444463642,2.9004618283765677,7.106108328250232,0.29191939667403305,2.0530012972206224
89,3.7690946358908834,59.99786864933668,7.0511235154315415,3.355467651100843,0.9505990697025973,3.160946179916202,4.9294789669485315,3.017801529224662,3.1198205232228045,1.9939824736617706,7.882249434579348,2.0071708538974335,5.20804663382849
90,90.91973133562054,53.274838693463956,19.528193168158555,4.816208678370424,5.779093605295574,4.634231930049103,4.956497453299693,1.239563916483806,0.3660258310663194,1.4978179141490364,8.582496434884963,3.7566350231988515,5.7162761621066345
91,54.803675553068665,30.74720609636677,19.70654274964672,0.482999048594755,7.2993015284691705,2.3525714167580642,5.960975576519539,4.553005631485677,6.817645303379466,0.48349308249913636,7.092168500091205,3.1553638894726177,6.266160534096149
92,18.89306139656869,81.27312589039072,1.451653762955564,4.731576598243051,2.4314515095306923,1.8833285600232879,2.745584192568049,3.2387736476769162,3.349082883026373,4.114981865680633,6.183176776707589,4.083119027738647,4.08782327724607
93,1.3525586199077078,22.413104538244106,2.186341613194953,1.2775585900008,6.522184864714596,4.170975940702376,3.189403391342336,1.5357705499128071,1.6579332724450007,0.8537320667955826,0.25740651922643654,4.752411524531411,3.797350458337094
94,11.357226215283994,52.773864453012855,7.950281121441209,2.302627340536925,2.2511509167033728,1.1517415443707837,8.186490260198156,1.9653837461474863,3.7800478447454084,3.156009197184957,7.490787735044676,1.4552930147661234,8.001158893868192
95,36.38745677944618,65.01280551257774,9.051278542745198,1.2551225953953937,0.595234543946416,4.765645440582092,9.741453985416547,2.3070556843134225,8.3498020729365,1.8209601009890948,9.489877342276804,0.9171776775603016,0.1870033429945523
96,7.776833471084878,95.7691817580963,14.993835989174642,2.488860906284494,8.800212208830354,0.9476073780574736,7.9305088853002825,2.3721762264183024,1.0035411818402553,2.9605691111690997,9.742031475005762,2.151964714841652,3.3810375180110115
97,64.6999297821294,94.80290497910241,10.802332864296776,4.661213627393066,8.826009575709762,3.3062996799631894,8.869557696410661,3.795457562551924,4.7224296664605045,4.141322461387416,9.551776157476631,4.347358961345805,5.995061583393228
98,98.0469726509288,47.24992401496398,2.5954237225623586,2.2633833360479745,6.416740720140065,1.755105792903935,3.4795870219858767,4.314735329241744,7.429760798109176,1.508167297598408,5.749059668494719,4.0473708609026335,1.0980599546288172
99,22.414626112988163,9.928303329175971,17.571652163426528,2.6027765662696494,2.410562721932864,0.4326264353982213,4.7841619909803255,2.7359983434560524,4.561670581762715,0.4424311252271998,9.297320394667688,4.8768556397770695,9.348200277406702
100,96.86056216363635,53.189598133710234,11.555562556990806,3.5467189325430812,6.239881466896282,0.5669853618688335,3.0437268219021933,2.89747220595555,0.52532792673319,3.7439912900735277,5.215478279642034,0.8501302406278266,7.013065782977983
101,42.703494599571876,96.54230509540056,4.755301963904662,1.0209599049687441,7.37327995190073,3.1177158474948112,9.924246741244376,2.2719953677694824,5.54659746946279,4.812480941029975,9.392438236365443,3.923023845976884,8.250215507756936
102,67.05555912659294,70.35433255897681,13.823053505916178,0.9246132764931307,3.642255002060385,3.690539609927165,4.090221858172854,2.019784307599262,2.2587494863866455,1.8118790706902197,6.683209719580908,3.8969706126589077,0.6688547939218553
103,31.549648507713453,49.06798879922981,3.4263124704596604,3.0582961898597287,1.9066244649107347,4.540938480015688,9.893321460891698,3.6436922213354257,5.9443359092032475,1.5164716513627405,0.6773564631075124,4.278320755837692,2.4063803710610134
104,5.591347510849861,4.446250153973125,18.561388801820517,2.822991999144388,6.37996952275044,4.225117254082698,3.202472267050674,4.255831963841168,9.677408230211121,3.441210833099635,4.298127476370774,0.9791124289803378,8.127781337763453
105,21.139632815303358,65.96629001430887,2.83898867761633,2.5368235994926174,8.659837206256233,3.7383407820217123,0.10683780513330549,0.05847581930762818,2.4015801390502287,2.832027187842629,4.337793991825297,0.6016215071881527,5.6827305843713845
106,28.11015620170875,58.85875607461084,17.98501685661922,0.1798652393734365,7.626355551485023,3.538272182946154,3.3407491702310748,3.425777078524159,5.486357283272719,1.195830441969486,4.401980912624591,1.6405338031438708,9.71381083436735
107,52.35719949023616,64.3382744481284,1.7774214287274284,2.531728540471956,1.9511070600027727,4.2021291933895615,7.312079799999318,3.4889576373258095,2.0715035308618117,1.268131226763205,1.806031173151046,1.3988568883599661,3.1557353417409657
108,52.716269623583344,8.178694937680712,8.684378128894148,3.6990353030881122,5.645168800605131,4.664326151227213,9.520054236865517,4.748248909455438,5.025991605229239,3.8062110733361716,2.229416194583371,3.6396379082781127,1.5694477104280078
109,36.67659511433592,31.078716271213956,2.7124756865655897,4.16312950091764,2.348790948779913,0.41885139091146223,8.41265985958718,3.4185460302186863,6.450687543869576,3.373602875615485,1.3256435484427942,2.738650710941704,2.3010999332766664
110,63.57968124358992,65.65681754553934,15.167725925136132,3.3838913957271766,4.701907443761815,4.043486389738796,5.359843151229286,3.8412717888433496,4.217579006172455,1.625747661462631,0.6478911024156507,3.2596770999437736,1.639141529810053
111,27.331425762881466,32.45096570207024,5.966130236242644,2.656509479802795,0.038943975378980505,1.709228726658705,1.0180841752130025,4.593476963492134,4.507375825211792,3.0104906751540046,3.1411911643351074,0.10798529781650751,3.5052896694968783
112,42.41090527776319,66.3892579783165,3.892777026580961,4.448506659956529,9.925279707892688,4.522237410132307,1.61522591276019,0.015158851999905429,7.599635176606219,2.041360738614914,7.028949081392032,1.33205780958807,3.6729109481203452
113,94.28535528559917,13.078516394203158,13.674397952792813,4.398823471380756,5.4761952737091635,0.5996355555442094,6.797233874591639,0.3864516306003396,1.8585139890051088,0.19493080065992396,5.316793921462585,1.9001036553113235,6.838482301069523
114,23.688317250963927,43.2622881520749,17.821253680617904,4.672839393048829,5.979868445208593,2.55803578926588,4.267888159114567,3.7988467889310877,7.653082089657679,2.63908332790134,7.478821156924141,1.7440862642626298,7.935834859084654
115,24.991825188301526,99.61904002561187,17.61008483630342,4.030585550631615,8.308009385048052,2.139450472029906,2.7809742673505995,1.7716686884111486,2.1728066952049563,0.196198723364923,7.3745900510863205,2.500684290216191,1.0278384600133856
116,56.32544941850185,59.392848999921895,5.074971470909121,0.8067667155129772,3.016382849113664,1.2957700446595934,3.785039725074596,2.503770309057907,6.159449045268146,3.7703267566352165,5.122958616931134,2.5392654488281146,8.282618122415931
117,76.19033255607934,94.56535142623072,5.914312817573924,3.390553020381758,3.9614272698401853,0.26091681236909464,9.854199025002675,4.953398453375129,8.453487123729417,0.6050562121090156,1.6758147211595982,4.950507010525234,7.178733536667479
118,95.78009553976646,63.890534199315915,10.847343580124987,2.4015566364819754,9.88203971381701,1.913327608372096,2.5465778491395525,2.4308892750271167,5.983295309747114,4.4688040224144085,3.678465904675222,3.319040819742025,5.103804655358591
119,31.232091745264444,66.82781976176575,16.451796358545955,1.9034481506228194,4.9064773793483205,4.875517805364641,8.236778144273742,2.6585719843242543,8.941704568738974,3.3656313398886937,1.6317759612571456,1.241841725414262,5.298383647397905
120,39.16300298271294,66.63754216455231,6.023632929502227,4.1881468807074205,1.9395313131797145,0.5760809849722321,5.732518438289295,1.6390605603522546,5.6057439849975115,4.533735858425854,7.393566862068122,1.7010787237731577,5.344425252376861
121,58.300906998791014,6.381828918782502,17.14813113564076,3.41958682563941,0.3303586011537194,2.260433557421823,2.63116777568713,2.2887397985059836,0.08233822965739676,0.9408536144371958,2.206270780504612,1.2638374239821462,1.1353590022538667
122,2.5613092255866494,39.928939822653895,14.730901035208827,1.726721826323783,6.078533708310766,2.6823487291695134,9.291487115142422,4.802676745135961,2.7124443837409706,2.2163508826950045,7.602910950482709,3.0190117502463396,4.023476073092286
123,21.344412695697958,9.065233201958266,19.60943166761027,1.508090757217862,9.325839379992777,4.711642160513244,0.4061059110381351,2.710548800939163,1.7335975206388523,3.3767773513524917,2.9475812110396467,4.195844952329744,4.422789893826178
124,97.12932811922487,36.65894939498313,1.9758532976578818,1.0757603051056026,7.899454406423862,3.73068312569616,0.45453844055376647,2.303693546023678,4.959421378580639,1.1501488556605495,9.463426625054105,3.4257582738066232,0.20806729282256795
